Id,Title,Merchant,Categories,Description,Terms,Coupon_Code,URL,Status,Start_Date,End_Date,Offer_Added,Image_URL,Campaign_ID,Campaign_Name
88957,Get 30% off Sale,Shopee IN,Fashion,,For New User Only,NUCUELINK30,https://linksredirect.com/?pub_id=41826&url=https://shopee.in/,live,2022-01-28,2022-02-28,28/01/2022,https://cdn0.cuelinks.com/campaigns/4611/original/Shopee_logo.svg.png?1639716783,4611,Shopee CPS IN
88958,Get 50% off Sale,Shopee IN,Fashion,,For New User Only,NUCOINCUE50,https://linksredirect.com/?pub_id=41826&url=https://shopee.in/,live,2022-01-28,2022-02-28,28/01/2022,https://cdn0.cuelinks.com/campaigns/4611/original/Shopee_logo.svg.png?1639716783,4611,Shopee CPS IN
88959,Flat 40% OFF for Club Users | Flat 35% OFF for All Users,Firstcry,Fashion,,,RPSFSH,https://linksredirect.com/?pub_id=41826&url=https://www.firstcry.com/featuredoffer?cpid=2133&c=RPSFSH,live,2022-01-28,2022-02-28,28/01/2022,https://cdn0.cuelinks.com/campaigns/49/original/FC-Logo-big_store_tagline.png?1582718900,49,Firstcry
88960,Flat 50% OFF for all Users,Firstcry,Fashion,,,REPCBK50,https://linksredirect.com/?pub_id=41826&url=https://www.firstcry.com/topoffers?moid=32926&sort=bestseller&c=REPCBK50,live,2022-01-28,2022-02-28,28/01/2022,https://cdn0.cuelinks.com/campaigns/49/original/FC-Logo-big_store_tagline.png?1582718900,49,Firstcry
88961,"Buy 5 at 60% Off, Else Get 50% Off - Steal Deal",Firstcry,Fashion,,,RPSTEAL,https://linksredirect.com/?pub_id=41826&url=https://www.firstcry.com/topoffers?moid=30114&sort=Bestseller&c=RPSTEAL,live,2022-01-28,2022-02-28,28/01/2022,https://cdn0.cuelinks.com/campaigns/49/original/FC-Logo-big_store_tagline.png?1582718900,49,Firstcry
89069,Buy Mobile Accessories starting from Rs.99,Amazon India,Electronics,,,,https://linksredirect.com/?pub_id=41826&url=https://www.amazon.in/b/?_encoding=UTF8&node=1389402031&pf_rd_r=MED2M935FQMQ6696VR1Z&pf_rd_p=c145b4b8-eb39-4078-b606-eb974cc6dd4c&pd_rd_r=e48cb5e2-acce-45a2-b7fe-a6ae41974034&pd_rd_w=1dujy&pd_rd_wg=y6gtG&ref_=pd_gw_unk,live,2022-02-16,2022-02-25,16/02/2022,https://cdn0.cuelinks.com/campaigns/817/original/Amazon.in__Online_Shopping_for_Books__Kindle_E_Readers__Kindle_accessories__E_Books_and_Movies___TV.png?1371175177,817,Amazon India
89070,Buy Sarees Under Rs.399,Amazon India,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.amazon.in/b/ref=app_gw_feb20?_encoding=UTF8&node=27954569031&pf_rd_r=MED2M935FQMQ6696VR1Z&pf_rd_p=62df8bc3-d89a-4b46-b025-a76459b66e4e&pd_rd_r=e48cb5e2-acce-45a2-b7fe-a6ae41974034&pd_rd_w=YBz8d&pd_rd_wg=y6gtG&ref_=pd_gw_unk,live,2022-02-16,2022-02-25,16/02/2022,https://cdn0.cuelinks.com/campaigns/817/original/Amazon.in__Online_Shopping_for_Books__Kindle_E_Readers__Kindle_accessories__E_Books_and_Movies___TV.png?1371175177,817,Amazon India
89071,Buy Makeup and Beauty Products starting from Rs.99,Amazon India,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://www.amazon.in/s?i=beauty&bbn=27017903031&rh=n%3A27017903031%2Cp_85%3A10440599031%2Cp_72%3A1318476031%2Cp_28%3A-spons&_encoding=UTF8&pd_rd_r=e48cb5e2-acce-45a2-b7fe-a6ae41974034&pd_rd_w=d3ptY&pd_rd_wg=y6gtG&pf_rd_p=953c64fe-10d5-4f6b-9248-c610fe4c9eb6&pf_rd_r=MED2M935FQMQ6696VR1Z&ref=pd_gw_unk,live,2022-02-16,2022-02-25,16/02/2022,https://cdn0.cuelinks.com/campaigns/817/original/Amazon.in__Online_Shopping_for_Books__Kindle_E_Readers__Kindle_accessories__E_Books_and_Movies___TV.png?1371175177,817,Amazon India
89072,Buy Gym Wear starting from Rs.379,Flipkart,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.flipkart.com/search?q=Gym%20Wear&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,live,2022-02-16,2022-02-25,16/02/2022,https://cdn0.cuelinks.com/campaigns/1/original/Flipkart_logo.jpg?1433139772,1,Flipkart
89073,Buy Television starting from Rs.7290,Flipkart,Electronics,,,,https://linksredirect.com/?pub_id=41826&url=https://www.flipkart.com/search?q=Television&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&sort=price_asc,live,2022-02-16,2022-02-25,16/02/2022,https://cdn0.cuelinks.com/campaigns/1/original/Flipkart_logo.jpg?1433139772,1,Flipkart
89074,Buy Room Heater starting from Rs.949,Flipkart,Electronics,,,,https://linksredirect.com/?pub_id=41826&url=https://www.flipkart.com/search?q=Room%20Heater&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off,live,2022-02-16,2022-02-25,16/02/2022,https://cdn0.cuelinks.com/campaigns/1/original/Flipkart_logo.jpg?1433139772,1,Flipkart
89079,Buy Kurtas and Set for Womens starting from Rs.299,Snapdeal,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://m.snapdeal.com/searchCampaign/feb16workwearkurtas?cid=456,live,2022-02-16,2022-02-28,16/02/2022,https://cdn0.cuelinks.com/campaigns/119/original/SnapDeal.png?1520340610,119,Snapdeal
